stem,stem_genders
kARqanI,f
kARqanIla,m
kARqapawa,m
kARqapawaka,m
kARqapawI,f
kARqapatita,m
kARqapattra,m
kARqapAta,m
kARqapuNKA,f
kARqapuzpa,n
kARqapuzpa,f
kARqapuzpA,f
kARqapfzWa,m
kARqapfzWa,n
kARqaPala,m
kARqaBagna,n
kARqaBagnatva,n
kARqamaya,mfn
kARqamayI,f
kARqamAyana,m
kARqaruhA,f
kARqarzi,m
kARqalAva,mfn
kARqavat,mfn
kARqavastra,n
kARqavAraRa,n
kARqavAraRa,mfn
kARqavAriRI,f
kARqavisarga,m
kARqavIRA,f
kARqaSAKA,f
kARqasanDi,m
kARqaspfzwa,m
kARqahIna,n
kARqAgnaka,mfn
kARqAgni,m
kARqAnukrama,m
kARqAnukramaRikA,f
kARqAnukramaRI,f
kARqAnusamaya,m
kARqAra,m
kARqAla,m
kARqikA,f
kARqin,mfn
kARqI,f
kARqIra,mfn
kARqIra,m
kARqIra,f
kARqekzu,m
kARqera,m
kARqerI,f
kARqeruhA,f
kARqopakaraRa,n
kARqola,m
kARva,mfn
kARva,m
kARva,n
kARvaka,mfn
kARvaka,n
kARvadeva,m
kARvaSAKA,f
kARvaSAKin,m
kARvAyana,m
kARvAyani,m
kARvIputra,m
kARvIya,mfn
kARvya,m
kARvyAyana,m
kARvyAyanIya,m
kAtantra,n
kAtantra,m
kAtantrakOmudI,f
kAtara,mfn
kAtara,m
kAtara,n
kAtaratA,f
kAtaratva,n
kAtarAkzI,f
kAtarAyaRa,m
kAtarya,n
kAtala,m
kAtalAyana,m
kAti,mfn
kAti,m
kAtIya,mfn
kAtIyakalpasUtra,n
kAtIyagfhyasUtra,n
kAtIyasUtra,n
kAtIra,n
kAtu,m
kAtfRa,n
kAttreyaka,mfn
kAtTaka,m
kAtya,m
kAtyAyana,m
kAtyAyana,mfn
kAtyAyanatantra,n
kAtyAyanamAhAtmya,n
kAtyAyanasUtra,n
kAtyAyanasUtrapadDati,f
kAtyAyanasUtraBAzya,n
kAtyAyanikA,f
kAtyAyanI,f
kAtyAyanIkalpa,m
kAtyAyanIputra,m
kAtyAyanIya,m
kAtyAyanIya,n
kAtyAyanIya,mfn
kAtyAyaneSvara,n
kATaka,m
kATakya,m
kATakyAyanI,f
kATaYcitka,mfn
kATika,mfn
kATika,m
kAdamba,m
kAdamba,n
kAdambaka,m
kAdambara,mn
kAdambara,fn
kAdambarI,f
kAdambarIkaTAsAra,m
kAdambarIbIja,n
kAdambarIlocanAnanda,m
kAdambarya,m
kAdambA,f
kAdambinI,f
kAdAcitka,mfn
kAdAcitkatA,f
kAdAcitkatva,n
kAdikramastuti,f
kAdimata,n
kAdrava,mfn
kAdraveya,m
kAna,n
kAnaka,mfn
kAnaka,n
kAnaqA,f
kAnada,m
kAnana,n
kAnanAnta,n
kAnanAri,m
kAnanOkas,m
kAnalaka,mfn
kAnAyana,m
kAnizWika,mfn
kAnizWineya,m
kAnizWya,n
kAnIta,m
kAnIna,mfn
kAnIna,m
kAnIyasa,m
kAnerin,m
kAnta,mfn
kAnta,m
kAnta,n
kAntaka,m
kAntakalikA,f
kAntatva,n
kAntapakzin,m
kAntapAzARa,m
kAntapuzpa,m
kAntamiSra,m
kAntalaka,m
kAntaloha,n
kAntalOha,n
kAntA,f
kAntANGridohada,m
kAntAcaraRadohada,m
kAntAnuvftta,m
kAntAyasa,n
kAntAra,mn
kAntAra,m
kAntAra,n
kAntAraka,m
kAntAraga,mfn
kAntArapaTa,m
kAntArapaTika,mfn
kAntAraBava,m
kAntAravAsinI,f
kAntArikA,f
kAntArI,f
kAntArekzu,m
kAnti,f
kAntika,m
kAntikara,mfn
kAntikosala,m
kAntida,mfn
kAntida,n
kAntidA,f
kAntidAyaka,mfn
kAntidAyaka,n
kAntipura,n
kAntipurI,f
kAntimat,mfn
kAntimatI,f
kAntimattA,f
kAntirAja,m
kAntivrata,n
kAntihara,mfn
kAntI,f
kAntInagarI,f
kAntotpIqA,f
kAnTaka,n
kAnTakya,m
kAnTakyAyanI,f
kAnTika,mfn
kAndakAyana,m
kAndaki,m
kAndarpa,m
kAndarpika,n
kAndava,mfn
kAndavika,mfn
kAndavika,m
kAndAviza,n
kAndulA,f
kAndUrA,f
kAnyakubja,n
kAnyakubja,mfn
kAnyakubjI,f
kAnyajA,f
kApawa,mfn
kApawava,m
kApawavaka,mfn
kApawavI,f
kApawika,mfn
kApawika,m
kApawya,n
kApaTa,m
kApaTa,n
kApA,f
kApAwika,mfn
kApAla,mfn
kApAla,m
kApAla,n
kApAli,m
kApAlika,mfn
kApAlika,m
kApAlika,n
kApAlikatva,n
kApAlin,m
kApAlI,f
kApika,mfn
kApiYjala,mfn
kApiYjala,m
kApiYjalAda,m
kApiYjalAdi,m
kApiYjalAdya,m
kApiYjali,m
kApitTa,mfn
kApitTaka,m
kApitTika,mfn
kApitTikA,f
kApila,mfn
kApila,m
kApila,n
kApilapurARa,n
kApilabali,m
kApilika,m
kApileya,mfn
kApileya,m
kApileyabABrava,m
kApileSvaratIrTa,n
kApilya,mfn
kApivana,m
kApiSa,n
kApiSAyana,mfn
kApiSAyana,m
kApiSAyana,n
kApiSI,f
kApiSeya,m
kApizWala,m
kApizWalakaWa,m
kApizWalAyana,mfn
kApizWali,m
kApizWalyA,f
kApI,f
kApIputra,m
kApIyakAnika,m
kApuruza,m
kApuruza,mfn
kApuruzatA,f
kApuruzatva,n
kApuruzya,n
kApeya,mfn
kApeya,m
kApeya,n
kApota,mfn
kApota,m
kApota,n
kApotaka,mfn
kApotapAkya,m
kApotaretasa,m
kApotavftti,mfn
kApotAYjana,n
kApoti,m
kApotI,f
kApola,m
kApya,m
kApyakara,mfn
kApyakAra,mfn
kApyakAra,m
kApyAyanI,f
kAPala,m
kAbanDya,n
kAbava,m
kABartf,m
kAma,m
kAma,n
kAma,mfn
kAmaMgAmin,mfn
kAmaMDamin,m
kAmakandalA,f
kAmakalA,f
kAmakalANganAvilAsa,m
kAmakalAtantra,n
kAmakalAbIja,n
kAmakalikA,f
kAmakAkurava,m
kAmakAti,mfn
kAmakAnana,n
kAmakAntA,f
kAmakAma,mfn
kAmakAmin,mfn
kAmakAra,mfn
kAmakAra,m
kAmakuRqa,n
kAmakUwa,m
kAmakfta,mfn
kAmakxpti,f
kAmakeli,m
kAmakeli,mfn
kAmakelirasa,m
kAmakozRI,f
kAmakrIqA,f
kAmakroDa,m
kAmaKaqgadalA,f
kAmaga,mfn
kAmaga,m
kAmagati,mfn
kAmagama,mfn
kAmagama,m
kAmagavI,f
kAmagA,f
kAmagAmin,mfn
kAmagiri,m
kAmaguRa,m
kAmago,f
kAmacakra,n
kAmacandra,m
kAmacara,mfn
kAmacaraRa,n
kAmacaratva,n
kAmacarI,f
kAmacAra,mfn
kAmacAra,m
kAmacAravAdaBakza,mfn
kAmacAriRI,f
kAmacAritva,n
kAmacArin,mfn
kAmacArin,m
kAmacAlana,n
kAmaja,mfn
kAmaja,m
kAmajananI,f
kAmajani,m
kAmajAna,m
kAmajAla,m
kAmajit,m
kAmajyezWa,mfn
kAmaWa,mfn
kAmaWaka,m
kAmaRqalava,mfn
kAmaRqalava,n
kAmaRqaleya,m
kAmaRqaleyI,f
kAmatantra,n
kAmataru,m
kAmatAla,m
kAmatIrTa,n
kAmada,mfn
kAmada,m
kAmadattA,f
kAmadattikA,f
kAmadatva,n
kAmadantikA,f
kAmadaminI,f
kAmadarSana,mfn
kAmadahana,n
kAmadA,f
kAmadAna,n
kAmaduGa,mfn
kAmaduGA,f
kAmaduGAkziti,mfn
kAmaduh,mfn
kAmaduha,mfn
kAmaduhA,f
kAmadUtikA,f
kAmadUtI,f
kAmadeva,m
kAmadevatva,n
kAmadevamaya,mfn
kAmadohanA,f
kAmadohinI,f
kAmaDara,m
kAmaDaraRa,n
kAmaDarma,m
kAmaDAtu,m
kAmaDenu,f
kAmaDenugaRita,n
kAmaDenutantra,n
kAmaDvaMsin,m
kAmana,mfn
kAmanA,f
kAmanASaka,mfn
kAmanIqA,f
kAmanIyaka,n
kAmanda,m
kAmandaka,m
kAmandaka,n
kAmandaki,m
kAmandakI,f
kAmandakIya,mfn
kAmapati,m
kAmapatnI,f
kAmaparRikA,f
kAmaparRI,f
kAmapAla,m
kAmapAlaka,m
kAmapIqita,mfn
kAmapuz,mfn
kAmapUra,mfn
kAmapra,mfn
kAmapra,n
kAmaprada,mfn
kAmaprada,m
kAmapradIpa,m
kAmapraSna,m
kAmaprasTa,m
kAmaprasTIya,mfn
kAmapri,m
kAmapriyakarI,f
kAmaPala,m
kAmabadDa,mfn
kAmabadDa,n
kAmabala,n
kAmabARa,m
kAmabindu,m
kAmaBakza,m
kAmaBAj,mfn
kAmaBoga,m
kAmamaYjarI,f
kAmamaya,mfn
kAmamardana,m
kAmamaha,m
kAmamAlin,m
kAmamUQa,mfn
kAmamUta,mfn
kAmamoha,m
kAmamohita,mfn
kAmayAna,mfn
kAmayitf,mfn
kAmaratna,n
kAmarasa,m
kAmarasika,mfn
kAmarAja,m
kAmarUpa,n
kAmarUpa,mfn
kAmarUpa,m
kAmarUpatIrTa,n
kAmarUpaDara,mfn
kAmarUpaDaratva,n
kAmarUpanibanDa,m
kAmarUpapati,m
kAmarUpayAtrApadDati,f
kAmarUpiRI,f
kAmarUpin,mfn
kAmarUpin,m
kAmarUpIyanibanDa,m
kAmarUpodBavA,f
kAmareKA,f
kAmala,mfn
kAmala,m
kAmala,mf
kAmalakIkara,mfn
kAmalakIwa,mfn
kAmalatA,f
kAmalaBida,mfn
kAmalA,f
kAmalAyana,m
kAmalAyani,m
kAmali,m
kAmalika,mfn
kAmalin,mfn
kAmalin,m
kAmalI,f
kAmalubDa,mfn
kAmaleKA,f
kAmalola,mfn
kAmavaktavyahfdaya,mfn
kAmavat,mfn
kAmavatI,f
kAmavatsa,mfn
kAmavara,m
kAmavarza,mfn
kAmavarzin,mfn
kAmavallaBa,m
kAmavallaBA,f
kAmavaSa,m
kAmavaSya,mfn
kAmavasati,f
kAmavAda,m
kAmavAdin,mfn
kAmavAsin,mfn
kAmavidDa,mfn
kAmavidDa,m
kAmavivarjita,mfn
kAmavihantf,mfn
kAmavihArin,mfn
kAmavIrya,m
kAmavfkza,m
kAmavftta,mfn
kAmavfdDi,f
kAmavfdDi,m
kAmavfntA,f
kAmaveraRIya,mfn
kAmaveSin,mfn
kAmavyAhArin,mfn
kAmaSara,m
kAmaSaronmAdinI,f
kAmaSalya,mfn
kAmaSAsana,m
kAmaSAstra,n
kAmaSEla,m
kAmasaMkalpa,mfn
kAmasaMyoga,m
kAmasaKa,m
kAmasani,mfn
kAmasamutTa,mfn
kAmasamUha,m
kAmasuta,m
kAmasU,mfn
kAmasU,f
kAmasUkta,n
kAmasUtra,n
kAmasena,m
kAmasenA,f
kAmahAni,m
kAmahEtuka,mfn
kAmA,f
kAmAkuya,n
kAmAkuyatantra,n
kAmAkuyA,f
kAmAkzA,f
kAmAkzAtantra,n
kAmAkzI,f
kAmAgAyin,mfn
kAmAgni,m
kAmAgnisaMdIpana,n
kAmANkuSa,m
kAmANga,m
kAmANgA,f
kAmAtura,mfn
kAmAtura,m
kAmAtmatA,f
kAmAtman,mfn
kAmADikAra,m
kAmADizWita,mfn
kAmAnala,m
kAmAnDa,mfn
kAmAnDa,m
kAmAnDasaMjYa,mfn
kAmAnDA,f
kAmAnnin,mfn
kAmABikAma,mfn
kAmABivarzaRa,n
kAmABizvaNga,mfn
kAmAyanI,f
kAmAyuDa,m
kAmAyuDa,n
kAmAyus,m
kAmAraRya,n
kAmAri,m
kAmArRava,m
kAmArta,mfn
kAmArTa,m
kAmArTin,mfn
kAmArTinagara,n
kAmAvacara,m
kAmAvatAra,m
kAmAvasAya,m
kAmAvasAyitA,f
kAmAvasAyitf,mfn
kAmAvasAyitva,n
kAmAvasAyin,mfn
kAmASana,n
kAmASaya,m
kAmASoka,m
kAmASrama,m
kAmASramapada,n
kAmAsakta,mfn
kAmAsakti,f
kAmi,m
kAmi,f
kAmika,mfn
kAmika,m
kAmika,n
kAmikA,f
kAmijana,m
kAmita,mfn
kAmita,n
kAmitA,f
kAmitva,n
kAmin,mfn
kAmin,m
kAminI,f
kAminIkAnta,n
kAminIpriyA,f
kAminISa,m
kAmimaha,m
kAmivallaBa,m
kAmIna,m
kAmIla,m
kAmuka,mfn
kAmuka,m
kAmukakAntA,f
kAmukatva,n
kAmukA,f
kAmukAyana,m
kAmukAyita,n
kAmukI,f
kAmepsu,mfn
kAmerI,f
kAmeSvara,m
kAmeSvara,n
kAmeSvaratIrTa,n
kAmeSvaramodaka,m
kAmeSvarI,f
kAmezwa,m
kAmotTApya,mfn
kAmoda,m
kAmodaka,n
kAmodI,f
kAmonmatta,mfn
kAmonmAdinI,f
kAmopaBoga,m
kAmopahata,mfn
kAmopahatacittANga,mfn
kAmpila,m
kAmpilI,f
kAmpilya,m
kAmpilya,fn
kAmpilyaka,m
kAmpilla,m
kAmpillaka,m
kAmpillaka,n
kAmpillikA,f
kAmpIla,m
kAmpIla,mfn
kAmpIla,n
kAmpIlavAsin,mfn
kAmbala,mfn
kAmbalika,m
kAmbalikAyana,mfn
kAmbavika,m
kAmbukA,f
kAmbuva,m
kAmboja,mfn
kAmboja,m
kAmbojaka,mfn
kAmboji,f
kAmbojikA,f
kAmbojinI,f
kAmbojI,f
kAmya,mfn
kAmyaka,m
kAmyakarman,n
kAmyagir,f
kAmyatA,f
kAmyatva,n
kAmyadAna,n
kAmyamaraRa,n
kAmyavrata,n
kAmyaSrAdDa,n
kAmyA,f
kAmyABiprAya,m
kAmyAzwamI,f
kAmyezwi,f
kAmyezwitantra,n
kAmrA,f
kAmla,mfn
kAya,mfn
kAya,m
kAya,n
kAyaka,mfn
kAyaka,m
kAyakAraRakartftva,n
kAyaklama,m
kAyakleSa,m
kAyagata,mfn
kAyacikitsA,f
kAyadaRqa,m
kAyabanDana,n
kAyamAna,n
kAyamAna,mfn
kAyamAnikaniketana,n
kAyavat,mfn
kAyavaDa,m
kAyavalana,n
kAyavya,m
kAyavyUha,m
kAyaSudDi,f
kAyasTa,m
kAyasTA,f
kAyasTAlI,f
kAyasTikA,f
kAyasTita,mfn
kAyasTiti,f
kAyasTI,f
kAyAgni,m
kAyADava,m
kAyArohaRa,n
kAyAvatAra,m
kAyAvarohaRa,n
kAyika,mfn
kAyikA,f
kAyoQaja,mfn
kAyotsarga,m
kAra,mfn
kAra,m
kAraMDama,m
kAraMDama,n
kAraMDamin,m
kAraka,mfn
kAraka,n
kArakagupti,f
kArakaparIkzA,f
kArakara,mfn
kArakavat,mfn
kArakavAda,m
kArakavicAra,m
kArakahetu,m
kArakAnvitA,f
kArakukzIya,m
kAraja,mfn
kAraja,m
kAraYja,mfn
kAraYjI,f
kAraRa,n
kAraRakaraRa,n
kAraRagata,mfn
kAraRaguRa,m
kAraRaguRodBavaguRa,m
kAraRatA,f
kAraRatAvAda,m
kAraRatva,n
kAraRaDvaMsa,m
kAraRaDvaMsaka,mfn
kAraRaDvaMsin,mfn
kAraRaBUta,mfn
kAraRamAlA,f
kAraRavat,mfn
kAraRavAdin,m
kAraRavAri,n
kAraRavihIna,mfn
kAraRaSarIra,n
kAraRA,f
kAraRAkzepa,m
kAraRAKyA,f
kAraRAnvita,mfn
kAraRABAva,m
kAraRika,mfn
kAraRottara,n
kAraRqa,m
kAraRqava,m
kAraRqavatI,f
kAraRqavyUha,m
kAratantavikA,f
kAratantavikI,f
kAraBa,mfn
kAramihikA,f
kAramBA,f
kArayantrika,m
kArayitavya,mfn
kArayitavyadakza,mfn
kArayitf,mfn
kArayizRu,mfn
kArava,m
kAravallI,f
kAravI,f
kAraveya,m
kAravella,m
kAravella,n
kAravellaka,m
kAravellikA,f
kAravellI,f
kAravya,mfn
kAravyA,f
kAraskara,m
kAraskarAwikA,f
kArA,f
kArAgAra,n
kArAgupta,mfn
kArAdvIpa,m
kArADunI,f
kArApaka,m
kArApaTa,m
kArApAla,m
kArAyikA,f
kArAvara,m
kArAvAsa,m
kArAvI,f
kArAveSman,n
kArAsTa,mfn
kAri,mf
kAri,f
kAri,mfn
kArikA,f
kArikAnibanDa,m
kArikAvalI,f
kArita,mfn
kArita,n
kAritavat,mfn
kAritA,f
kAritAnta,mfn
kArin,mfn
kArin,m
kArI,f
kArIra,mfn
kArIrAdi,m
kArIrI,f
kArIrya,mfn
kArIza,mfn
kArIza,n
kArIzi,m
kAru,mf
kAru,m
kAru,mfn
kAruka,mf
kArukasidDAntin,m
kArucOra,m
kAruja,m
kAruRika,mfn
kAruRikatA,f
kAruRqikA,f
kAruRqI,f
kAruRya,mfn
kAruRya,n
kAruRyaDenu,m
kAruRyamaya,mfn
kAruRyalaharistava,m
kAruRyaveditva,n
kAruRyavedin,mfn
kAruRyasUtra,n
kArudvezin,mfn
kAruDAyas,mfn
kAruvidA,f
kAruvindu,m
kAruhasta,m
kArUza,m
kArUzaka,mfn
kAreRava,mfn
kAreRupAlAyana,m
kAreRupAli,m
kArotara,m
kArotI,f
kArottama,m
kArottara,m
kArottara,mfn
kArkawya,m
kArkawyAyani,m
kArkaRa,mfn
kArkanDava,mfn
kArkalAseya,m
kArkavAkava,mfn
kArkaSya,n
kArkIka,mfn
kArkowa,m
kArkowaka,m
kArkowaka,n
kArRa,mfn
kArRa,n
kArRaKaraki,m
kArRacCidrika,mfn
kArRavezwakika,mfn
kArRaSravasa,n
kArRAwaBAzA,f
kArRAyani,mfn
kArRi,mfn
kArRika,mfn
kArta,mfn
kArta,m
kArtakOjapO,m
kArtayaSa,n
kArtayuga,mfn
kArtavIrya,m
kArtavIryacampU,f
kArtasvara,n
kArtAntika,m
kArtArTya,n
kArti,m
kArtisiMhadeva,m
kArttika,m
kArttika,mn
kArttika,n
kArttikakuRqa,m
kArttikapUrRimA,f
kArttikamahiman,m
kArttikamAhAtmya,n
kArttikaSAli,m
kArttikasidDAnta,m
kArttikika,mfn
kArttikika,m
kArttikI,f
kArttikIvrata,n
kArttikeya,m
kArttikeyaprasU,f
kArttikotsava,m
kArtsna,n
kArtsnya,n
kArdama,mfn
kArdami,m
kArdamika,mfn
kArdameya,m
kArpawa,m
kArpawika,m
kArpaRI,f
kArpaRya,n
kArpARa,n
kArpAsa,mfn
kArpAsa,mn
kArpAsaka,mfn
kArpAsatAntava,n
kArpAsanAsikA,f
kArpAsasOtrika,n
kArpAsAsTi,n
kArpAsika,mfn
kArpAsikA,f
kArpAsI,f
kArpUra,mfn
kArpUriRa,mfn
kArpUreya,mfn
kArma,mfn
kArmaRa,mfn
kArmaRa,n
kArmaRatva,n
kArmaReyaka,m
kArmaraNga,mfn
kArmAra,m
kArmAraka,n
kArmAryAyaRi,m
kArmika,m
kArmika,n
kArmikya,n
kArmuka,mfn
kArmuka,m
kArmuka,n
kArmukaBft,mfn
kArmukaBft,m
kArmukin,mfn
kArmukopanizad,f
kArya,mfn
kArya,n
kAryakara,mfn
kAryakaraRa,n
kAryakartf,m
kAryakAraRa,n
kAryakAraRatva,n
kAryakAraRaBAva,m
kAryakArin,mfn
kAryakAla,m
kAryakuSala,mfn
kAryakzama,mfn
kAryagurutA,f
kAryagurutva,n
kAryagOrava,n
kAryacintaka,m
kAryacintA,f
kAryacyuta,mfn
kAryatama,mfn
kAryatA,f
kAryatva,n
kAryadarSana,n
kAryadarSin,m
kAryanirRaya,m
kAryanirvftti,f
kAryapadavI,f
kAryaparicCeda,m
kAryapuwa,m
kAryapradveza,m
kAryaprezya,m
kAryaBAktva,n
kAryaBAj,mfn
kAryaBAjana,n
kAryaBrazwa,mfn
kAryavat,mfn
kAryavattA,f
kAryavattva,n
kAryavaSa,m
kAryavastu,n
kAryavinimaya,m
kAryavinirRaya,m
kAryavipatti,f
kAryavfttAnta,m
kAryavyasana,n
kAryaSeza,m
kAryasaMdeha,m
kAryasama,m
kAryasAgara,m
kAryasADaka,mfn
kAryasidDi,f
kAryasTAna,n
kAryahantf,m
kAryA,f
kAryAkArya,n
kAryAkAryavicAra,m
kAryAkzama,mfn
kAryAkzepa,m
kAryAKyA,f
kAryAtipAta,m
kAryAtipAtin,mfn
kAryADikArin,m
kAryADipa,m
kAryAnta,m
kAryAntara,n
kAryAntarasaciva,m
kAryApekzin,mfn
kAryArTa,m
kAryArTasidDi,f
kAryArTin,mfn
kAryika,mfn
kAryin,mfn
kAryekzaRa,n
kAryeSa,m
kAryeSvara,m
kAryodyukta,mfn
kAryodyoga,m
kAryopekzA,f
kArvawika,m
kArSa,m
kArSakeyIputra,m
kArSana,mfn
kArSAnava,mfn
kArSASvIya,n
kArSmarI,f
kArSya,m
kArSya,n
kArza,m
kArzaka,m
kArzApaRa,mn
kArzApaRa,n
kArzApaRa,m
kArzApaRaka,mn
kArzApaRAvara,mfn
kArzApaRika,mfn
kArzi,mfn
kArzi,m
kArzi,f
kArzika,mfn
kArzika,m
kArzin,mfn
kArzI,f
kArzIvaRa,m
kArzuka,mfn
kArzRa,mfn
kArzRa,n
kArzRakarRa,mfn
kArzRasundari,m
kArzRAjina,mfn
kArzRAjini,m
kArzRAyana,m
kArzRAyasa,mfn
kArzRAyasa,n
kArzRi,m
kArzRI,f
kArzRya,m
kArzRya,n
kArzman,n
kArzmarya,m
kArzmaryamaya,mfn
kArzya,m
kArzyavaRa,n
kAla,mfn
kAla,m
kAla,n
kAlaka,mfn
kAlaka,m
kAlaka,n
kAlakacu,f
kAlakaYja,m
kAlakawaNkawa,m
kAlakaRI,f
kAlakaRwaka,m
kAlakaRWa,m
kAlakaRWaka,m
kAlakandaka,m
kAlakaraRa,n
kAlakarRikA,f
kAlakarRI,f
kAlakarman,n
kAlakalAya,m
kAlakalpa,mfn
kAlakavana,m
kAlakavi,m
kAlakavfkzIya,m
kAlakastUrI,f
kAlakA,f
kAlakAkranda,m
kAlakAkza,m
kAlakAcArya,m
kAlakAYja,m
kAlakAra,mfn
kAlakArita,mfn
kAlakIwa,mfn
kAlakIrti,m
kAlakIla,m
kAlakuYja,m
kAlakuRWa,m
kAlakuzWa,m
kAlakUwa,m
kAlakUwa,mfn
kAlakUwaka,m
kAlakUwapati,m
kAlakUwi,m
kAlakUwIya,n
kAlakft,m
kAlakfta,mfn
kAlakfta,m
kAlakendra,m
kAlakeya,m
kAlakowi,f
kAlakOmudI,f
kAlakrama,m
kAlakriyA,f
kAlaklItaka,n
kAlakzama,mfn
kAlakzepa,m
kAlaKaYja,m
kAlaKaYja,n
kAlaKaYjana,n
kAlaKaRqa,n
kAlaKaRqahan,m
kAlagaNgA,f
kAlagaRqikA,f
kAlagata,mfn
kAlagati,f
kAlaganDa,m
kAlagupta,m
kAlagranTi,m
kAlaGawa,m
kAlaGAtin,mfn
kAlaNkata,m
kAlacakra,n
kAlacakra,m
kAlacakrajAtaka,n
kAlacakraprakASa,m
kAlacaryA,f
kAlacodita,mfn
kAlacoditakarman,mfn
kAlajihva,m
kAlajozaka,m
kAlajYa,mfn
kAlajYa,m
kAlajYAna,n
kAlajYAnin,mfn
kAlaYjara,m
kAlaYjaraka,mfn
kAlaYjarA,f
kAlaYjarI,f
kAlatattvArRava,m
kAlatantrakavi,m
kAlatama,mfn
kAlatara,m
kAlataraNga,m
kAlatA,f
kAlatAla,m
kAlatinduka,m
kAlatIrTa,n
kAlatulya,mfn
kAlatraya,n
kAlatritaya,n
kAladaRqa,m
kAladantaka,m
kAladamanI,f
kAladAsa,m
kAladivAkara,m
kAladUta,m
kAladeSaviBAga,m
kAlaDarma,m
kAlaDarman,m
kAlaDAraRA,f
kAlanara,m
kAlanATa,m
kAlanABa,m
kAlaniDi,m
kAlaniyoga,m
kAlanirUpaRa,n
kAlanirRaya,m
kAlanirRayacandrikA,f
kAlanirRayadIpikA,f
kAlanirRayaprakASa,m
kAlanirRayaSikzA,f
kAlanirRayasidDAnta,m
kAlaniryAsa,m
kAlanirvAha,m
kAlanetra,mfn
kAlanemi,m
kAlanemin,mfn
kAlanemin,m
kAlanemipurARa,n
kAlanemiripu,m
kAlanemihan,m
kAlanemihara,m
kAlanemyari,m
kAlapakva,mfn
kAlapaTa,m
kAlaparaSuDAra,m
kAlaparipAka,m
kAlaparivAsa,m
kAlaparRa,m
kAlaparRI,f
kAlaparyaya,m
kAlaparvata,m
kAlapAtrika,m
kAlapAlaka,n
kAlapASa,m
kAlapASaparIta,mfn
kAlapASika,m
kAlapIluka,m
kAlapucCa,m
kAlapucCaka,m
kAlapuruza,m
kAlapuzpa,n
kAlapUga,m
kAlapfzWa,m
kAlapeSikA,f
kAlapeSI,f
kAlaprakASikA,f
kAlapraRAlikA,f
kAlapraboDin,mfn
kAlapraBAta,n
kAlaprarUQa,mfn
kAlapriya,m
kAlapriyanATa,m
kAlabava,m
kAlabavin,m
kAlabIjaka,m
kAlabDI,f
kAlaBakza,m
kAlaBAga,m
kAlaBARqikA,f
kAlaBft,m
kAlaBeda,m
kAlaBErava,m
kAlaBogin,m
kAlamayUKa,m
kAlamallikA,f
kAlamasI,f
kAlamahiman,m
kAlamahI,f
kAlamADava,m
kAlamADavakArikA,f
kAlamAna,m
kAlamArtARqa,m
kAlamAla,m
kAlamAlaka,m
kAlamAhAtmya,n
kAlamuKa,mfn
kAlamuKa,m
kAlamuKA,f
kAlamuzkaka,m
kAlamUrti,f
kAlamUla,m
kAlameGa,m
kAlameSikA,f
kAlamezikA,f
kAlamezI,f
kAlambya,m
kAlayavana,m
kAlayApa,m
kAlayApana,n
kAlayukta,m
kAlayukta,mfn
kAlayuta,mfn
kAlayoga,m
kAlayogin,m
kAlarAtri,f
kAlarAtrI,f
kAlarudra,m
kAlarUpaDfz,mfn
kAlarUpin,m
kAlala,mfn
kAlalavaRa,n
kAlalocana,m
kAlaloha,n
kAlalOha,n
kAlava,m
kAlavat,mfn
kAlavatI,f
kAlavadana,m
kAlavarAwaka,m
kAlavarzin,mfn
kAlavAla,n
kAlavAluka,n
kAlavAhana,m
kAlavikrama,m
kAlavid,mfn
kAlavidyA,f
kAlavidvas,mfn
kAlaviDAna,m
kAlaviDfti,f
kAlaviDvaMsana,m
kAlaviprakarza,m
kAlaviBakti,f
kAlaviBAga,m
kAlaviroDa,m
kAlaviveka,m
kAlavfkza,m
kAlavfkzIya,m
kAlavfdDi,f
kAlavfnta,m
kAlavfntikA,f
kAlavfntI,f
kAlavega,m
kAlaveya,m
kAlavelA,f
kAlavelAyoga,m
kAlavyApin,mfn
kAlavrata,n
kAlaSakti,f
kAlaSambara,m
kAlaSAka,n
kAlaSAli,m
kAlaSibi,m
kAlaSeya,n
kAlaSEla,m
kAlasaMkarzA,f
kAlasaMkarzin,mfn
kAlasaMKyA,f
kAlasaMgraha,m
kAlasaMroDa,m
kAlasaMvara,m
kAlasaMhitA,f
kAlasadfSa,mfn
kAlasamanvita,mfn
kAlasamAyukta,mfn
kAlasampanna,mfn
kAlasarpa,m
kAlasAra,mfn
kAlasAra,m
kAlasAhvaya,m
kAlasiMha,m
kAlasidDAnta,m
kAlasUkarikA,f
kAlasUkta,n
kAlasUtra,n
kAlasUtra,mn
kAlasUtraka,n
kAlasUrya,m
kAlaskanDa,m
kAlaskanDin,m
kAlasvarUpa,mfn
kAlahastipura,n
kAlahastiSEla,n
kAlahastISvara,n
kAlahAra,m
kAlahorA,f
kAlA,f
kAlAMSa,m
kAlAkANkzin,mfn
kAlAkfzwa,mfn
kAlAkzarika,m
kAlAguru,m
kAlAgni,m
kAlAgniBErava,n
kAlAgnirudra,m
kAlAgnirudratIrTa,n
kAlAgnirudropanizad,f
kAlANga,mfn
kAlAjAjI,f
kAlAjina,m
kAlAYjana,n
kAlAYjanI,f
kAlARqaja,m
kAlAtikramaRa,n
kAlAtipAta,m
kAlAtIta,mfn
kAlAtmaka,mfn
